entity_id,name_bn,name_en,acronym,category,verification_note,status
uni_crawler_156,বিশ্ববিদ্যালয় স্কিল এনরিচমেন্ট অ্যান্ড টেকনোলজি,University of Skill Enrichment and Technology,ইউএসইটি (USET),Universities,"শব্দক্রম ""বিশ্ববিদ্যালয়..."" — প্রকৃত প্রাতিষ্ঠানিক ব্যবহার যাচাই প্রয়োজন (BAUST খুলনা/সৈয়দপুরের ভিন্নতা থেকে দেখা গেছে যে অনুমান নিরাপদ নয়)",needs_manual_review
uni_crawler_157,ইন্টারন্যাশনাল স্ট্যান্ডার্ড বিশ্ববিদ্যালয়,International Standard University,আইএসইউ (ISU),Universities,,no_issue_detected
uni_crawler_158,জেডএনআরএফ বিশ্ববিদ্যালয় ম্যানেজমেন্ট সায়েন্সেস,ZNRF University of Management Sciences,জেডইউএমএস (ZUMS),Universities,,no_issue_detected
uni_crawler_159,বান্দরবান বিশ্ববিদ্যালয়,Bandarban University,বিডিইউ (BdU),Universities,,no_issue_detected
uni_crawler_160,আরটিএম আল কবির টেকনিক্যাল বিশ্ববিদ্যালয়,RTM Al-Kabir Technical University,আরটিএম-একেটিইউ (RTM-AKTU),Universities,,no_issue_detected
uni_crawler_161,ইন্টারন্যাশনাল ইসলামী বিশ্ববিদ্যালয় সায়েন্স অ্যান্ড টেকনোলজি বাংলাদেশ,International Islami University of Science and Technology Bangladesh,আইআইইউএসটিবি (IIUSTB),Universities,,no_issue_detected
uni_crawler_162,মাইক্রোল্যান্ড বিশ্ববিদ্যালয় সায়েন্স অ্যান্ড টেকনোলজি,Microland University of Science and Technology,এমইউএসটি (MUST),Universities,,no_issue_detected
uni_crawler_163,লালন বিশ্ববিদ্যালয় সায়েন্স আর্টস,Lalon University of Science & Arts,এলইউএসএ (LUSA),Universities,,no_issue_detected
uni_crawler_164,গ্রামীণ বিশ্ববিদ্যালয়,Grameen University,জিইউ (GU),Universities,,no_issue_detected
uni_crawler_165,বিশ্ববিদ্যালয় সায়েন্স টেকনোলজি চট্টগ্রাম,University of Science & Technology Chittagong,ইউএসটিসি (USTC),Universities,"শব্দক্রম ""বিশ্ববিদ্যালয়..."" — প্রকৃত প্রাতিষ্ঠানিক ব্যবহার যাচাই প্রয়োজন (BAUST খুলনা/সৈয়দপুরের ভিন্নতা থেকে দেখা গেছে যে অনুমান নিরাপদ নয়)",needs_manual_review
uni_crawler_166,আহ্ছানউল্লা বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়,Ahsanullah University of Science and Technology,এইউএসটি (AUST),Universities,,no_issue_detected
uni_crawler_167,পুণ্ড্র ইউনিভার্সিটি অব সায়েন্স অ্যান্ড টেকনোলজি,Pundra University of Science and Technology,পিডিইউএসটি (PDUST),Universities,"বানান (""পুন্ড্র""->""পুণ্ড্র"") ও কাঠামো সংশোধন; Wikipedia-নিশ্চিত প্রকৃত ব্যবহার",verified_fixed
uni_crawler_168,বাংলাদেশ বিশ্ববিদ্যালয় বিজনেস অ্যান্ড টেকনোলজি,Bangladesh University of Business and Technology,বিইউবিটি (BUBT),Universities,,no_issue_detected
uni_crawler_169,অতীশ দীপঙ্কর বিশ্ববিদ্যালয় সায়েন্স অ্যান্ড টেকনোলজি,Atish Dipankar University of Science and Technology,এডিইউএসটি (ADUST),Universities,,no_issue_detected
uni_crawler_170,জেডএইচ সিকদার বিশ্ববিদ্যালয় সায়েন্স টেকনোলজি,ZH Sikder University of Science & Technology,জেডএইচএসইউএসটি (ZHSUST),Universities,,no_issue_detected
uni_crawler_171,রাজশাহী বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়,Rajshahi Science & Technology University,আরএসটিইউ (RSTU),Universities,"ভুল লিপ্যন্তর ছিল (""সায়েন্স টেকনোলজি""); Wikipedia অনুযায়ী প্রকৃত নাম অনুবাদকৃত রূপ ব্যবহার করে",verified_fixed
uni_crawler_172,বাংলাদেশ আর্মি ইন্টারন্যাশনাল বিশ্ববিদ্যালয় সায়েন্স টেকনোলজি,Bangladesh Army International University of Science & Technology,বিএআইইউএসটি (BAIUST),Universities,,no_issue_detected
uni_crawler_173,"বাংলাদেশ আর্মি ইউনিভার্সিটি অফ সাইন্স এন্ড টেকনোলজি, খুলনা","Bangladesh Army University of Science & Technology, Khulna","বিএইউএসটি, কেএইচইউএলএনএ (BAUST, Khulna)",Universities,সতর্কতা: সৈয়দপুর শাখার থেকে আলাদা নামকরণ রীতি — Wikipedia অনুযায়ী খুলনা শাখা লিপ্যন্তরিত রূপ বজায় রাখে,verified_fixed
uni_crawler_174,"বাংলাদেশ আর্মি বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়, সৈয়দপুর","Bangladesh Army University of Science and Technology, Saidpur","বিএইউএসটি, এসএআইডিপিইউআর (BAUST, Saidpur)",Universities,Wikipedia-নিশ্চিত সরকারি/সেনা-অনুমোদিত নামকরণ,verified_fixed
uni_crawler_175,সিসিএন বিশ্ববিদ্যালয় সায়েন্স টেকনোলজি,CCN University of Science & Technology,সিসিএনইউএসটি (CCNUST),Universities,,no_issue_detected
uni_crawler_176,সেন্ট্রাল বিশ্ববিদ্যালয় সায়েন্স অ্যান্ড টেকনোলজি,Central University of Science and Technology,সিইউএসটি (CUST),Universities,,no_issue_detected
uni_crawler_177,ড. মমতাজ বেগম বিশ্ববিদ্যালয় সায়েন্স অ্যান্ড টেকনোলজি,Dr. Momtaz Begum University of Science and Technology,এমইউএসটি (MUST),Universities,,no_issue_detected
uni_crawler_178,সেন্ট্রাল উইমেন্স বিশ্ববিদ্যালয়,Central Women's University,সিডব্লিউইউ (CWU),Universities,"যান্ত্রিক ত্রুটি: apostrophe-s (""এস"") বিচ্ছিন্ন টোকেন হিসেবে থেকে গিয়েছিল",verified_fixed
uni_crawler_179,শান্ত মরিয়ম বিশ্ববিদ্যালয় ক্রিয়েটিভ টেকনোলজি,Shanto-Mariam University of Creative Technology,এসএমইউসিটি (SMUCT),Universities,,no_issue_detected
uni_crawler_180,বিশ্ববিদ্যালয় লিবারেল আর্টস বাংলাদেশ,University of Liberal Arts Bangladesh,ইউএলএবি (ULAB),Universities,"শব্দক্রম ""বিশ্ববিদ্যালয়..."" — প্রকৃত প্রাতিষ্ঠানিক ব্যবহার যাচাই প্রয়োজন (BAUST খুলনা/সৈয়দপুরের ভিন্নতা থেকে দেখা গেছে যে অনুমান নিরাপদ নয়)",needs_manual_review
uni_crawler_181,বাংলাদেশ বিশ্ববিদ্যালয় হেলথ সায়েন্সেস,Bangladesh University of Health Sciences,বিইউএইচএস (BUHS),Universities,,no_issue_detected
uni_crawler_182,এক্সিম ব্যাংক এগ্রিকালচারাল বিশ্ববিদ্যালয় বাংলাদেশ,Exim Bank Agricultural University Bangladesh,ইবিএইউবি (EBAUB),Universities,,no_issue_detected
uni_crawler_183,বাংলাদেশ সেনাবাহিনী প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়,Bangladesh Army University of Engineering & Technology,বিএইউইটি (BAUET),Universities,"""আর্মি""->""সেনাবাহিনী"" ও ""ইঞ্জিনিয়ারিং টেকনোলজি""->""প্রকৌশল ও প্রযুক্তি""; Wikipedia-নিশ্চিত",verified_fixed
uni_crawler_184,রবীন্দ্র সৃজনকলা বিশ্ববিদ্যালয়,Tagore University of Creative Arts,টিইউসিএ (TUCA),Universities,ব্যবহারকারী-চিহ্নিত ভুল; Wikipedia/official সূত্রে প্রকৃত নাম নিশ্চিত করা হয়েছে,verified_fixed
uni_crawler_185,ইসলামিক বিশ্ববিদ্যালয় টেকনোলজি,Islamic University of Technology,আইইউটি (IUT),Universities,,no_issue_detected
uni_crawler_186,এশিয়ান বিশ্ববিদ্যালয় ফর উইমেন,Asian University for Women,এইউডব্লিউ (AUW),Universities,,no_issue_detected
uni_crawler_187,ময়মনসিংহ বিশ্ববিদ্যালয় ইঞ্জিনিয়ারিং অ্যান্ড টেকনোলজি,Mymensingh University of Engineering and Technology,এমইউইটি (MUET),Universities,,no_issue_detected
uni_crawler_188,ময়মনসিংহ মেডিকেল বিশ্ববিদ্যালয়,Mymensingh Medical University,এমএমইউ (MMU),Universities,,no_issue_detected
uni_crawler_189,ঠাকুরগাঁও বিশ্ববিদ্যালয় সায়েন্স অ্যান্ড টেকনোলজি,Thakurgaon University of Science and Technology,টিএসটিইউ (TSTU),Universities,,no_issue_detected
uni_crawler_190,মেরিন সায়েন্স বিশ্ববিদ্যালয় বরিশাল,Marine Science University of Barisal,এমএসইউবি (MSUB),Universities,,no_issue_detected
uni_crawler_191,মাইকেল মধুসূদন কালচারাল বিশ্ববিদ্যালয়,Michael Madhusudan Cultural University,এমএমসিইউ (MMCU),Universities,,no_issue_detected
uni_crawler_192,বাংলাদেশ বিশ্ববিদ্যালয় জুরিডিক্যাল সায়েন্সেস,Bangladesh University of Juridical Sciences,বিইউজেএস (BUJS),Universities,,no_issue_detected
uni_crawler_193,বাংলাদেশ বিশ্ববিদ্যালয় এডুকেশনাল প্ল্যানিং অ্যান্ড অ্যাডমিনিস্ট্রেশন,Bangladesh University of Educational Planning and Administration,বিইউইডিপিএ (BUEdPA),Universities,,no_issue_detected
uni_crawler_194,বিশ্ববিদ্যালয় ব্লু ইকোনমি সায়েন্সেস অ্যান্ড টেকনোলজি,University of Blue Economy Sciences and Technology,ইউবিইএসটি (UBEST),Universities,"শব্দক্রম ""বিশ্ববিদ্যালয়..."" — প্রকৃত প্রাতিষ্ঠানিক ব্যবহার যাচাই প্রয়োজন (BAUST খুলনা/সৈয়দপুরের ভিন্নতা থেকে দেখা গেছে যে অনুমান নিরাপদ নয়)",needs_manual_review
